,segment,label,segment_path,original_path,segment_duration_s,segment_rel_start_ms,fold
11,4bf3d694-0639-41cf-8fc4-c35d007b114a.wav,1,/home/katie/buowset1.1/4bf3d694-0639-41cf-8fc4-c35d007b114a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.558,2808437.0,0
12,36f521f8-9326-4e99-8b4b-a81448af9137.wav,1,/home/katie/buowset1.1/36f521f8-9326-4e99-8b4b-a81448af9137.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.483,8999481.0,0
13,1b6f754a-bb35-4c7c-83a1-306eb05f67e1.wav,1,/home/katie/buowset1.1/1b6f754a-bb35-4c7c-83a1-306eb05f67e1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.489,6194954.0,0
14,fb786fe8-81ec-4ab4-8ba7-f68f00954f8d.wav,1,/home/katie/buowset1.1/fb786fe8-81ec-4ab4-8ba7-f68f00954f8d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.489,20718703.0,0
15,2e19bc29-cbf8-4925-ae4b-63638f3cd898.wav,1,/home/katie/buowset1.1/2e19bc29-cbf8-4925-ae4b-63638f3cd898.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.271,7909064.0,0
16,528b4bd4-09d2-4864-9ef8-20b15483dd1d.wav,1,/home/katie/buowset1.1/528b4bd4-09d2-4864-9ef8-20b15483dd1d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.356,28052480.0,0
17,ec153d7f-8889-4e9e-a3bb-223aa7cd3411.wav,1,/home/katie/buowset1.1/ec153d7f-8889-4e9e-a3bb-223aa7cd3411.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.393,7281031.0,0
18,3fd1dd4e-e180-459c-8448-1ca17bc77577.wav,1,/home/katie/buowset1.1/3fd1dd4e-e180-459c-8448-1ca17bc77577.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.521,28355098.0,0
19,14e3b5b1-57e8-4034-8811-701b850136be.wav,1,/home/katie/buowset1.1/14e3b5b1-57e8-4034-8811-701b850136be.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.404,15262978.0,0
20,3da5144a-92bb-464e-9d3b-9467d7f1a8bc.wav,1,/home/katie/buowset1.1/3da5144a-92bb-464e-9d3b-9467d7f1a8bc.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,19163574.0,0
21,803934fd-6526-4b9c-aed0-dc433c069b50.wav,1,/home/katie/buowset1.1/803934fd-6526-4b9c-aed0-dc433c069b50.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.367,5544470.0,0
22,57c50f20-118e-4a02-8272-20cd4bf75078.wav,1,/home/katie/buowset1.1/57c50f20-118e-4a02-8272-20cd4bf75078.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.446,2802078.0,0
23,6d8f9a65-fbac-4ac1-9c41-06f9371917d2.wav,1,/home/katie/buowset1.1/6d8f9a65-fbac-4ac1-9c41-06f9371917d2.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.382,2652866.0,0
24,be5e20bd-b3a2-46eb-ad26-591398d9d982.wav,1,/home/katie/buowset1.1/be5e20bd-b3a2-46eb-ad26-591398d9d982.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.42,28358168.0,0
25,bb8687ea-57c8-4f8d-abb7-c4a2957203c6.wav,1,/home/katie/buowset1.1/bb8687ea-57c8-4f8d-abb7-c4a2957203c6.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.393,30179904.0,0
26,2083a904-8691-470b-8b73-88ad2941c39b.wav,1,/home/katie/buowset1.1/2083a904-8691-470b-8b73-88ad2941c39b.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.149,14693647.0,0
27,b6581b5e-d387-45aa-a336-b70a3ac56ed5.wav,1,/home/katie/buowset1.1/b6581b5e-d387-45aa-a336-b70a3ac56ed5.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.632,17329461.0,0
28,5305c918-f4ab-46f4-8e37-11d35459a768.wav,1,/home/katie/buowset1.1/5305c918-f4ab-46f4-8e37-11d35459a768.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.653,16045189.0,0
29,3b9f1bea-c5bf-4be5-beb0-37bc60fa3fd3.wav,1,/home/katie/buowset1.1/3b9f1bea-c5bf-4be5-beb0-37bc60fa3fd3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.361,16978373.0,0
30,e8c7a3c3-2c47-48d8-9efb-b6daa83f88ca.wav,1,/home/katie/buowset1.1/e8c7a3c3-2c47-48d8-9efb-b6daa83f88ca.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.515,2805117.0,0
31,e19e136e-0558-4ceb-a03d-132d680726f8.wav,1,/home/katie/buowset1.1/e19e136e-0558-4ceb-a03d-132d680726f8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.213,6988498.0,0
32,ec14f84b-f2f4-4233-a3f7-f4ee34c54a17.wav,1,/home/katie/buowset1.1/ec14f84b-f2f4-4233-a3f7-f4ee34c54a17.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.356,28357031.0,0
33,5e999e5a-8a45-4deb-a0d5-f2808892dda5.wav,1,/home/katie/buowset1.1/5e999e5a-8a45-4deb-a0d5-f2808892dda5.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.303,10754222.0,0
34,01e18d0c-c3fd-4f5d-a297-4a7448673028.wav,1,/home/katie/buowset1.1/01e18d0c-c3fd-4f5d-a297-4a7448673028.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.101,19167580.0,0
35,6ec16ef5-4c47-4c00-9a9b-3d89d155050a.wav,1,/home/katie/buowset1.1/6ec16ef5-4c47-4c00-9a9b-3d89d155050a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.308,28087746.0,0
36,5a65c763-f3a2-48a2-9c7c-f838be9eb469.wav,1,/home/katie/buowset1.1/5a65c763-f3a2-48a2-9c7c-f838be9eb469.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.473,28352973.0,0
37,16e4829e-5e9b-48ad-bb19-66d843ee846f.wav,1,/home/katie/buowset1.1/16e4829e-5e9b-48ad-bb19-66d843ee846f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.489,14678725.0,0
38,4affb0c3-1245-4d04-a44e-47fe99efb248.wav,1,/home/katie/buowset1.1/4affb0c3-1245-4d04-a44e-47fe99efb248.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.303,2410685.0,0
39,bd4df8a7-0a4c-4759-ab9b-b1caa6c6f36c.wav,1,/home/katie/buowset1.1/bd4df8a7-0a4c-4759-ab9b-b1caa6c6f36c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.441,4751293.0,0
40,ca3a32e1-6b20-418a-9832-3db5094c7dc6.wav,1,/home/katie/buowset1.1/ca3a32e1-6b20-418a-9832-3db5094c7dc6.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.478,7284197.0,0
41,d4ca7b19-785c-4046-9087-b6899dae16fb.wav,1,/home/katie/buowset1.1/d4ca7b19-785c-4046-9087-b6899dae16fb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.494,14079841.0,0
42,7e26e3c3-4030-472d-95ca-40e2c48a066a.wav,1,/home/katie/buowset1.1/7e26e3c3-4030-472d-95ca-40e2c48a066a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.298,3688989.0,0
43,aff9f5de-a777-4f4d-a4f8-0a924c0a8f9d.wav,1,/home/katie/buowset1.1/aff9f5de-a777-4f4d-a4f8-0a924c0a8f9d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.436,22510545.0,0
44,d1f27109-0700-48f8-9eac-1d74e564df72.wav,1,/home/katie/buowset1.1/d1f27109-0700-48f8-9eac-1d74e564df72.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.414,4940795.0,0
45,fec9b8c3-53e7-49ee-87af-21767dff0008.wav,1,/home/katie/buowset1.1/fec9b8c3-53e7-49ee-87af-21767dff0008.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.372,9091382.0,0
46,4c404a6f-07b8-4c14-8365-b19a394c8dbe.wav,1,/home/katie/buowset1.1/4c404a6f-07b8-4c14-8365-b19a394c8dbe.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.42,7362551.0,0
47,0ecbbc09-d51b-40e9-bf45-521d9a76e6a9.wav,1,/home/katie/buowset1.1/0ecbbc09-d51b-40e9-bf45-521d9a76e6a9.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.446,507402.0,0
48,38a01da3-be5b-4581-b840-59f8112c3c02.wav,2,/home/katie/buowset1.1/38a01da3-be5b-4581-b840-59f8112c3c02.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.776,15975049.0,0
49,63ae8fc0-0fe4-4970-8f7f-40fd219c39f2.wav,2,/home/katie/buowset1.1/63ae8fc0-0fe4-4970-8f7f-40fd219c39f2.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,15972207.0,0
50,e0c19649-c785-4a34-92ed-0e7dffbfe0c4.wav,2,/home/katie/buowset1.1/e0c19649-c785-4a34-92ed-0e7dffbfe0c4.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.754,17331559.0,0
51,1646b9fc-b340-43d3-ae32-2186c1c31505.wav,2,/home/katie/buowset1.1/1646b9fc-b340-43d3-ae32-2186c1c31505.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.754,12459942.0,0
52,7a5a4146-10f9-4afe-9630-f41251e96c6f.wav,2,/home/katie/buowset1.1/7a5a4146-10f9-4afe-9630-f41251e96c6f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.255,14085435.0,0
53,ebb25d20-efe2-4fd2-960a-d69157daaa81.wav,2,/home/katie/buowset1.1/ebb25d20-efe2-4fd2-960a-d69157daaa81.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.17,14082184.0,0
54,2bac51af-7418-4346-9b59-c72ec83620d9.wav,2,/home/katie/buowset1.1/2bac51af-7418-4346-9b59-c72ec83620d9.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.228,6609701.0,0
55,dd42d536-fc72-49dc-a0c4-e339856f2fa9.wav,2,/home/katie/buowset1.1/dd42d536-fc72-49dc-a0c4-e339856f2fa9.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.165,12465803.0,0
56,f64e128d-bce8-4ebe-8c57-87a3150aaef8.wav,2,/home/katie/buowset1.1/f64e128d-bce8-4ebe-8c57-87a3150aaef8.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.595,14084457.0,0
57,5eaee465-2632-415d-ac95-969eab337b1d.wav,2,/home/katie/buowset1.1/5eaee465-2632-415d-ac95-969eab337b1d.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,6613632.0,0
58,bb36931e-2558-4af5-9713-7fb02cf1252e.wav,2,/home/katie/buowset1.1/bb36931e-2558-4af5-9713-7fb02cf1252e.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.165,6617298.0,0
59,2ddfacc3-e3e8-488a-83e3-5a059161be53.wav,2,/home/katie/buowset1.1/2ddfacc3-e3e8-488a-83e3-5a059161be53.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.143,6612240.0,0
60,b010fc12-a84e-44fc-844c-e1d75f7695ce.wav,2,/home/katie/buowset1.1/b010fc12-a84e-44fc-844c-e1d75f7695ce.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.17,14090912.0,0
61,0eb5f92b-f2f5-4e6f-a5f0-0c6cb1763752.wav,2,/home/katie/buowset1.1/0eb5f92b-f2f5-4e6f-a5f0-0c6cb1763752.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,6604888.0,0
62,574fa786-67c0-43af-85fa-9abf3af74c4c.wav,2,/home/katie/buowset1.1/574fa786-67c0-43af-85fa-9abf3af74c4c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.234,14082885.0,0
63,40be7ae5-430b-4ea9-8ffd-e7c59fc90bde.wav,2,/home/katie/buowset1.1/40be7ae5-430b-4ea9-8ffd-e7c59fc90bde.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.244,14088367.0,0
64,fec56bbe-e7e5-4fbb-ae84-5b152b733432.wav,2,/home/katie/buowset1.1/fec56bbe-e7e5-4fbb-ae84-5b152b733432.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.096,6614896.0,0
65,bf45b94d-df10-444f-aa96-0e7276a63280.wav,2,/home/katie/buowset1.1/bf45b94d-df10-444f-aa96-0e7276a63280.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,6610716.0,0
66,97ac458b-1c09-4e4a-a023-3810fcc677b1.wav,2,/home/katie/buowset1.1/97ac458b-1c09-4e4a-a023-3810fcc677b1.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.244,14089393.0,0
67,f628da13-d1fe-4cea-8f7f-0d17853f3559.wav,2,/home/katie/buowset1.1/f628da13-d1fe-4cea-8f7f-0d17853f3559.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,6606046.0,0
68,ef1023e3-d9f8-4c2c-964e-d61e6031287a.wav,2,/home/katie/buowset1.1/ef1023e3-d9f8-4c2c-964e-d61e6031287a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.149,3697027.0,0
69,58076cc6-8fea-4875-8683-da0dd0cfa168.wav,2,/home/katie/buowset1.1/58076cc6-8fea-4875-8683-da0dd0cfa168.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.138,6608739.0,0
70,e2eaf1c0-ccf2-4719-bcf6-439a083bf378.wav,2,/home/katie/buowset1.1/e2eaf1c0-ccf2-4719-bcf6-439a083bf378.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.223,14087539.0,0
71,10dc7549-1470-44cd-b0dd-ee19d2011321.wav,2,/home/katie/buowset1.1/10dc7549-1470-44cd-b0dd-ee19d2011321.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.159,6606736.0,0
72,ac83b1f8-0613-4135-829d-8629cc96b762.wav,2,/home/katie/buowset1.1/ac83b1f8-0613-4135-829d-8629cc96b762.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.372,14083640.0,0
73,51516a93-42a8-4d00-b791-0a1f2b0ce612.wav,2,/home/katie/buowset1.1/51516a93-42a8-4d00-b791-0a1f2b0ce612.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.308,14086726.0,0
74,7fcc0486-42d0-4c70-8fe2-893e818149c3.wav,2,/home/katie/buowset1.1/7fcc0486-42d0-4c70-8fe2-893e818149c3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,0.165,6607815.0,0
75,81f5c3a7-3a2c-4194-bc66-7220a2e9aec6.wav,5,/home/katie/buowset1.1/81f5c3a7-3a2c-4194-bc66-7220a2e9aec6.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,9731000.0,0
76,ec8a853e-3f87-4619-bc74-38b70239863a.wav,5,/home/katie/buowset1.1/ec8a853e-3f87-4619-bc74-38b70239863a.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,11485000.0,0
77,735542b3-78e6-4a1d-a8dd-892252c7bd3e.wav,5,/home/katie/buowset1.1/735542b3-78e6-4a1d-a8dd-892252c7bd3e.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,24217000.0,0
78,3da941cd-5238-4ea4-8e86-f404cb4d4c0c.wav,5,/home/katie/buowset1.1/3da941cd-5238-4ea4-8e86-f404cb4d4c0c.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,33020000.0,0
79,0e643de8-a740-43f8-8ebb-e76f3e1ff04f.wav,5,/home/katie/buowset1.1/0e643de8-a740-43f8-8ebb-e76f3e1ff04f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,12544000.0,0
80,501b66e7-015c-44cc-bd4d-444eeb44b552.wav,5,/home/katie/buowset1.1/501b66e7-015c-44cc-bd4d-444eeb44b552.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,6756000.0,0
81,d1078a8a-52c4-4c4f-acfb-7e15720c08d7.wav,5,/home/katie/buowset1.1/d1078a8a-52c4-4c4f-acfb-7e15720c08d7.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,17698000.0,0
82,591da60d-0575-42a7-96ae-4a4d11b8c589.wav,5,/home/katie/buowset1.1/591da60d-0575-42a7-96ae-4a4d11b8c589.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,20445000.0,0
83,92b0699d-3ce8-4a4e-a982-014188552fca.wav,5,/home/katie/buowset1.1/92b0699d-3ce8-4a4e-a982-014188552fca.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,1834000.0,0
84,e42823e0-92a3-4c5a-ae25-65377af5cddb.wav,5,/home/katie/buowset1.1/e42823e0-92a3-4c5a-ae25-65377af5cddb.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,27929000.0,0
85,d4960e1d-8969-4249-9b4c-b8e8eb9c3f1f.wav,5,/home/katie/buowset1.1/d4960e1d-8969-4249-9b4c-b8e8eb9c3f1f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,19939000.0,0
86,5416f38c-017b-4be1-89dd-be70098b1803.wav,5,/home/katie/buowset1.1/5416f38c-017b-4be1-89dd-be70098b1803.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,26225000.0,0
87,ff6d28df-e2e8-4df7-95b8-78b23dae4557.wav,5,/home/katie/buowset1.1/ff6d28df-e2e8-4df7-95b8-78b23dae4557.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,14026000.0,0
88,19177113-33d8-4d17-93cd-ffbb942dd092.wav,5,/home/katie/buowset1.1/19177113-33d8-4d17-93cd-ffbb942dd092.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,18555000.0,0
89,f5f06346-356e-4afc-8bbb-54036689a340.wav,5,/home/katie/buowset1.1/f5f06346-356e-4afc-8bbb-54036689a340.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,18829000.0,0
90,eeb6ae22-65ac-4f75-a493-82aba43a69c3.wav,5,/home/katie/buowset1.1/eeb6ae22-65ac-4f75-a493-82aba43a69c3.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,11569000.0,0
91,0e1096d4-f597-464d-862b-db2007326b2f.wav,5,/home/katie/buowset1.1/0e1096d4-f597-464d-862b-db2007326b2f.wav,/mnt/buow/Acoustic_Recordings/2017-2018/2017/Otay/Lonestar/Chickemerge/LS166/A/20170426_150000.wav,3.0,21890000.0,0
